,mean,mean,mean,mean,mean,standard_deviation,standard_deviation,standard_deviation,standard_deviation,standard_deviation
max_buses,1,2,4,8,16,1,2,4,8,16
date,,,,,,,,,,
1982-01-01,29665.1,45416.2,56261.7,71712.6,84650.1,85336.10098434958,117624.7331443897,181096.8955897183,276899.56251367874,504405.4735473679
1982-02-01,29448.7,45598.2,56357.0,72172.1,85456.5,85421.57859834559,118183.69893216614,181651.46857405562,278386.71247842355,506507.54958073207
1982-03-01,29506.8,45382.0,56429.5,72452.7,85706.2,85691.36192146532,118341.04966578587,182382.84667165263,279533.0282393796,509102.1511327128
1982-04-01,29399.2,45574.3,56408.0,72960.6,86026.1,85850.42921241312,118869.02054039705,182962.79929112486,281045.5408807144,510729.97119274724
1982-05-01,29270.6,45429.5,56583.9,73239.5,87157.8,85980.37204980112,119152.53814730278,183559.7036482499,282020.11463103123,513346.497424671
1982-06-01,29148.3,45682.3,56778.4,73851.2,88291.6,86247.0653581906,119670.92671159153,184258.96548861152,283555.12748035433,516358.1810346164
1982-07-01,29019.3,45535.5,57163.1,74705.7,88417.5,86392.30686178023,119862.68300225888,184939.3926064849,285127.7697961039,517781.714795863
1982-08-01,28913.3,45513.2,57140.1,75009.4,89076.0,86666.9912994561,120274.98188807919,185633.14168928278,286341.6727393265,520509.0294507654
1982-09-01,28828.9,45400.4,57384.5,75605.9,89927.4,86697.14706372343,120610.05891181345,186444.00495308088,287848.95927453577,522874.6806035522
1982-10-01,28903.5,45548.4,57429.0,75944.6,90526.5,87089.63810191327,121066.96516409604,187036.68023441584,289131.11761014047,524996.4815171516
1982-11-01,28685.7,45614.8,57594.9,76260.5,91889.6,87177.37293083695,121504.85080741976,187693.24718951518,290483.98581534,527848.2197562308
1982-12-01,28567.0,45599.6,57670.0,77247.1,91806.7,87449.41071524979,121925.35585549417,188260.8985188138,292254.2634489701,529057.9169799108
1983-01-01,28397.1,45715.9,57985.2,77730.6,92577.7,87569.93682061594,122336.21658405167,189057.18653935843,293559.2474366972,531533.1959697239
1983-02-01,28178.9,45487.6,58057.9,78323.4,93630.0,87658.73443004854,122493.95385188065,189757.59720141787,294996.6564089988,533748.4769212721
1983-03-01,28139.8,45443.6,58147.8,78616.0,94172.4,87967.70898561459,122887.65758854711,190277.3539294679,296177.69973221596,535796.8267879575
1983-04-01,28117.1,45509.8,58295.2,79133.5,94295.9,88017.21615614627,123331.92905308648,190935.8642196088,297702.1891082317,537573.4624409642
1983-05-01,28037.0,45322.2,58465.1,79578.1,95149.8,88353.437479503,123351.27536142012,191722.88206937868,299010.82089057507,539904.8258971822
1983-06-01,27823.1,45483.1,58262.6,80055.9,95460.0,88446.01093253317,124063.44152842842,192123.4714692033,300505.47118755686,542344.369269399
1983-07-01,27604.7,45369.5,58640.6,80512.3,95836.1,88504.76454600872,124319.13357095655,192990.35707815964,301736.22572043136,543654.0569801617
1983-08-01,27560.8,45618.0,58737.5,81003.2,97007.5,88809.06509760764,124871.24483064769,193594.19931177344,303011.03306088084,546098.493595198
1983-09-01,27378.2,45516.9,58794.6,81586.2,97357.5,88956.00191080732,125113.60711276239,194222.5892579039,304508.8461348865,547887.7535678372
1983-10-01,27164.4,45484.0,59265.9,82169.2,98041.6,89049.23276130894,125612.35760156013,195050.68482117951,305994.55745443143,549802.5836844025
1983-11-01,27265.5,45383.4,59138.8,82770.2,98832.5,89329.6121777842,125879.07890705623,195613.86451987494,307609.9181773349,552342.0244504808
1983-12-01,27044.9,45352.3,59156.9,82891.5,99087.4,89420.34878339742,126058.49797794498,196262.91308539847,308686.5588159146,553848.6112823412
1984-01-01,26971.7,45440.6,59037.5,83568.0,99344.2,89683.13717881046,126664.65989743681,196750.233291546,310306.98770375404,555270.0406492522
1984-02-01,26772.8,45426.5,59644.1,84128.1,100239.5,89789.41808080109,126984.94300091032,197784.0544693182,311555.6270882011,557731.3166507189
1984-03-01,26647.0,45521.9,59708.4,84546.4,100082.2,90059.25524650731,127463.54382458626,198204.61723358292,312776.6693132835,559334.7064249733
1984-04-01,26425.6,45461.0,59721.2,84966.1,100879.4,90151.59726840365,127755.08804827392,198890.8751450291,314179.92758518696,561619.3533959931
1984-05-01,26437.0,45396.7,60008.8,85385.8,101294.3,90262.53368923343,128114.07578669011,199751.6319248036,315542.6815971353,563504.2541243441
1984-06-01,26392.4,45412.2,59873.7,85747.1,101402.5,90574.30084644441,128537.4862985719,200294.78035138885,316897.9167581503,564698.2882295544
1984-07-01,26170.8,45401.5,59817.3,85936.2,101780.8,90666.65007941025,128726.04586593102,200793.99278644324,318006.7504908242,566511.6996259359
1984-08-01,26078.5,45386.8,60123.6,86640.6,102256.2,90938.22208907662,129244.30667778841,201582.80533661044,319768.78824731405,568451.2753185526
1984-09-01,25853.5,45404.5,60236.0,87115.5,103205.5,91027.82622332824,129489.2375066575,202093.37878482477,320842.7951796989,571164.9960761971
1984-10-01,25726.1,45350.5,60460.9,87524.7,104027.0,91300.82648335908,129864.26685432413,202795.82826546943,322114.3797770013,573092.0204584174
1984-11-01,25583.4,45247.4,60416.8,87868.9,104247.5,91434.345824021,130249.19831888069,203347.9375715973,323475.7947817047,574671.4030685034
1984-12-01,25580.6,45354.8,60574.4,88428.1,104646.3,91550.18286916624,130710.9066041885,204157.3568534276,324972.476330757,576305.9899981857
1985-01-01,25461.4,45406.4,60606.8,88804.8,105396.8,91826.12452673803,131101.6615914705,204701.17885716024,326335.316791657,578816.6484760668
1985-02-01,25236.4,45322.8,60571.8,89003.5,105055.8,91919.52869911087,131384.53946657668,205192.35853803135,327458.82743577263,579854.706424482
1985-03-01,25121.6,45361.5,60695.9,89583.9,106843.9,92176.0391246614,131920.9860789994,205935.33965864682,328999.95945067296,583255.9597105526
1985-04-01,24975.0,45344.9,60725.1,89900.5,107761.5,92307.93545519258,132114.68191137744,206336.23059110207,330033.3633027795,585054.2545480053
1985-05-01,24845.2,45330.6,60969.2,90365.1,108434.2,92581.53549625564,132493.30826976383,207106.8207685214,331377.7746930902,586891.4598424104
1985-06-01,24877.5,45104.3,61257.4,91175.5,108908.3,92688.73089510096,132666.429297987,207872.77606224013,333203.35241652525,588651.6453634716
1985-07-01,24664.4,44990.3,60983.3,91176.1,109672.0,92788.95680126308,133001.52267386514,208155.33631670897,334078.2866902274,590638.1846925315
1985-08-01,24495.5,44968.8,61142.0,91673.8,110628.4,93007.17521454401,133437.10913868336,209022.53022315295,335655.70237167465,593149.831220709
1985-09-01,24404.9,45137.3,61211.1,91923.9,111385.8,93177.76342078617,133892.85146966504,209637.7167800839,336784.6582826249,595124.9116247781
1985-10-01,24314.2,45180.3,61453.0,92181.8,112459.9,93513.48981451226,134194.2287308876,210349.34865968936,337791.4458043931,596884.9356034396
1985-11-01,24087.2,45120.1,61686.4,92821.9,113075.9,93608.69418643169,134562.62534469055,211043.63792837833,339371.87593272957,599035.0710683622
1985-12-01,23926.3,45014.9,61926.7,93362.5,114219.3,93719.19080488384,134926.29310227945,211741.19974894405,340804.09076550126,601574.4886035958
1986-01-01,23916.8,44994.1,61783.3,93794.3,114561.6,93944.14398022783,135365.61689607726,212143.67985508207,342207.48855208035,603423.2562697227
1986-02-01,23776.0,44913.4,61811.5,93762.6,115640.3,94082.85804308644,135616.30867856566,212883.4278239045,343041.9749778606,606472.2717550976
1986-03-01,23581.8,44909.5,62197.1,93962.0,115873.1,94200.90865190444,135928.23898027142,213693.25085138588,344239.9296043386,607737.425957488
1986-04-01,23456.4,44884.0,62167.7,94746.2,117162.7,94476.24520034417,136247.09703003257,214217.82827302473,345894.6967528316,610614.6425292487
1986-05-01,23228.3,44932.2,62309.0,94829.3,117536.6,94571.91148779618,136607.1902701725,215114.15900555375,346916.1389285921,612290.6457363747
1986-06-01,23289.4,44801.7,62557.5,95416.1,118274.6,94969.99447685217,136943.07024863368,215505.6827166436,348252.6143468751,614226.2853784607
1986-07-01,23212.7,44854.3,62451.2,95991.8,118930.1,95014.74615266599,137419.0073267806,216120.6061011099,349810.56349617447,616784.242257903
1986-08-01,22983.2,44793.0,62708.5,96018.4,119559.0,95111.88036763162,137793.43985352374,216883.29228373803,350806.3289899111,618910.978872837
1986-09-01,22866.5,44933.1,62858.6,96275.1,120266.2,95363.24006689138,138144.03260964825,217712.7274430944,352141.63163876423,621230.7253347628
1986-10-01,22637.6,44748.8,62557.6,96908.0,120745.4,95460.46249183772,138411.06422521124,217934.40861221423,353684.11793230916,623176.8174124153
1986-11-01,22586.1,44749.1,62686.8,97166.3,121339.3,95779.37240049828,138738.92086974008,218624.80375738602,354822.58423645096,625181.5988773983
1986-12-01,22461.1,44775.5,63149.6,97280.9,122265.7,95950.06332862249,139090.49852384278,219484.02696232818,355733.18653246906,627631.6827783013
1987-01-01,22367.8,44841.1,63407.6,98306.0,122901.1,96002.89981013884,139682.87967587312,220254.1910758769,357713.6196068333,629819.652084353
1987-02-01,22236.3,44570.3,63177.3,98198.0,123312.9,96281.12287353574,139798.6696042642,220637.70657349372,358518.5369080191,631763.6852127982
1987-03-01,22046.5,44653.3,63087.8,98280.5,124434.3,96407.28854794468,140332.3880134827,221176.4425384303,359602.13852356636,634500.2220936569
1987-04-01,22001.3,44638.7,63377.3,98746.0,124756.8,96739.30181569893,140660.1118338892,222119.30395975642,361089.677364071,636556.4167565634
1987-05-01,21770.8,44580.3,63329.5,99353.5,125500.2,96839.00172256127,141042.44172828895,222486.6661928555,362549.6731248622,638583.0455783944
1987-06-01,21633.4,44828.8,63638.4,99546.6,126046.2,97117.34230323874,141538.2522812983,223302.96079999578,363794.5334318993,641001.1133130911
1987-07-01,21722.7,44595.1,63920.6,100029.7,126916.0,97359.2069823565,141712.19896164353,224018.81212582721,364985.55459605367,642764.7816392694
1987-08-01,21452.9,44548.5,63590.0,100355.1,127645.8,97403.58137432342,142216.54264711964,224259.08825384188,366318.46967342193,645227.9378391622
1987-09-01,21449.7,44554.3,63837.9,100823.5,128288.2,97758.50864252743,142581.9366984394,225221.4247364629,367914.807254871,647593.8965628931
1987-10-01,21292.7,44555.0,63915.1,100848.1,128470.7,97972.32102889514,142910.42871206658,225827.30110489792,368790.0174370384,649218.2040404957
1987-11-01,21062.4,44489.2,63870.5,101493.2,129557.2,98075.05296817898,143294.68267703135,226297.30750656806,370615.2214133803,652216.9327344324
1987-12-01,20996.5,44364.1,64144.2,101866.0,129817.9,98463.23342948315,143533.01668447035,227290.45217410938,371818.69956083584,653809.3781412388
1988-01-01,20970.5,44468.4,64328.5,102137.2,130563.5,98537.66670585079,144051.31091786548,227891.6199767142,372952.74614793883,656135.0915622398
1988-02-01,20820.0,44329.4,64470.2,102593.4,131776.7,98680.50860676028,144280.9525514562,228604.38414372838,374348.31475161976,658750.6189652669
1988-03-01,20754.8,44096.7,64464.7,102913.5,132078.2,99069.97854356396,144437.90069095822,229176.5370582493,375637.27864797384,660599.2603869106
1988-04-01,20555.3,44212.1,64399.0,103313.6,132467.7,99194.34452074373,144870.76952960526,229598.59531413126,377118.6812963674,662828.1631624779
1988-05-01,20487.7,44133.8,64588.8,103323.9,132766.0,99583.29724635331,145236.14664768087,230525.993414481,378077.0529921263,664569.5518313589
1988-06-01,20252.7,44046.2,64425.6,103831.3,133858.2,99686.95504321961,145605.53002913957,231041.4189530142,379631.1223156997,667406.7071134029
1988-07-01,20163.0,44243.6,64871.5,104088.0,134409.0,99843.24342131965,146087.2256566071,231794.47670212315,380585.89483525994,669065.8262554507
1988-08-01,20159.2,43995.9,64943.0,104630.6,134606.1,100074.83721673275,146261.53098736066,232402.36088158257,382232.325599439,670409.464971545
1988-09-01,19923.2,43964.5,65015.8,105035.1,135877.8,100178.92304472034,146773.3193959311,232961.2967511032,383488.0942307944,673259.7322096924
1988-10-01,19762.4,44143.2,65164.4,105451.0,136061.0,100333.61135974768,147169.57093759414,233659.21983007647,385064.9851844635,675298.9748306548
1988-11-01,19613.3,43894.4,65304.0,105451.4,136483.1,100601.5458198553,147343.93803328168,234414.55498326037,385945.4889849371,677232.5201183695
1988-12-01,19463.5,43999.6,65145.1,105911.2,137808.0,100749.82378286216,147931.07609679434,234906.23391683094,387496.2954755683,680070.2694240093
1989-01-01,19293.4,43842.3,65659.2,106272.6,138107.4,100869.83521813314,148189.54245983608,235791.27040518037,388595.3057514262,681640.0247697053
1989-02-01,19309.0,43925.0,65652.4,106252.3,138433.0,101121.20199268027,148579.05169003844,236250.6335428072,389507.459440495,683339.2909125664
1989-03-01,19074.7,43734.2,65810.3,107083.5,139347.3,101227.35712032922,148852.3820268479,236957.2627271049,391323.2778072796,686047.055038914
1989-04-01,18897.7,43658.0,65914.9,107330.6,139878.6,101375.66312488966,149187.40667436452,237723.63044624834,392571.5015691622,687807.4234753666
1989-05-01,18839.6,43779.5,65976.4,107355.7,140377.6,101695.50335650703,149669.06026315378,238301.6559877184,393609.22665451665,689944.8127961154
1989-06-01,18563.9,43528.7,65867.6,107779.0,140935.8,101745.28031035805,149846.32133033272,238831.9305961133,395129.62640744733,692190.384028171
1989-07-01,18427.2,43567.4,66073.3,108138.5,141904.3,102035.43364036719,150222.7161614825,239548.9348968877,396293.90261024144,694200.5245425288
1989-08-01,18423.2,43636.4,66465.2,108547.8,142293.8,102174.10174881783,150712.70954973312,240430.66641193858,397624.9554284931,696152.6462590739
1989-09-01,18364.8,43383.4,66628.1,109018.2,142954.2,102502.8749274868,150888.73026409597,241147.76736610182,399025.12724383106,698498.6174935496
1989-10-01,18161.3,43627.2,66541.0,108984.4,143687.9,102633.76935497942,151629.04789928757,241602.1014349374,399928.29573984613,700465.9259801373
1989-11-01,17884.8,43446.2,66775.1,109398.9,144113.0,102684.66985528506,151684.2367249954,242489.18664388132,401489.88475384476,702807.0345178524
1989-12-01,17740.5,43298.6,66744.3,109561.9,144487.1,102965.43146367134,151917.31878170514,243038.9225508494,402642.52732264466,704787.8196596083
1990-01-01,17606.5,43435.3,66652.6,109656.4,145172.4,103146.90563274843,152598.67200896607,243440.30402279552,403727.8783389183,706744.7815863942
1990-02-01,17417.3,43379.9,67121.5,110256.6,145779.3,103242.73071429507,152761.11273739356,244461.91072287268,405157.872363409,708773.6815418977
1990-03-01,17392.5,43139.6,67175.0,110298.7,146084.0,103476.67227421088,152943.9894973901,245095.29936740932,406176.1521773117,710619.8887465944
1990-04-01,17177.2,43162.9,67301.8,110940.3,146936.6,103604.17759144657,153518.90345886108,245823.29561012363,407833.78214225406,712825.0087150423
1990-05-01,16945.0,43009.2,67418.7,110956.3,147511.8,103717.44710938893,153755.8981140055,246405.03740749476,408796.50751608,715445.7873711094
1990-06-01,16793.1,42926.7,67419.3,111154.4,147973.8,103993.76211575812,153919.68800719854,247016.769492388,410038.71918317396,717122.8512135297
1990-07-01,16744.7,42963.8,67275.4,111620.1,148323.7,104221.14806405122,154512.3015532708,247571.54063385844,411629.3574006839,719248.9156392474
1990-08-01,16502.3,43055.3,67661.1,111834.3,149648.6,104331.50153562335,154842.68512558157,248509.0190607666,412709.8750963092,722173.6396448032
1990-09-01,16314.7,42893.6,67849.3,112296.1,149732.3,104555.60012638677,155183.1975692672,249018.15110105707,414177.390497102,723655.9349740194
1990-10-01,16259.2,42723.0,67835.5,112581.9,150434.6,104669.23516890932,155507.62176962403,249588.93548047714,415337.3328479046,726016.4548510514
1990-11-01,16016.9,42724.5,68014.8,112692.7,151510.8,104780.88689413838,155875.06008855652,250394.6855181502,416461.1606111267,728519.891374712
1990-12-01,15952.6,42648.4,68041.3,112880.9,151962.4,105104.43577403275,156262.80113265032,251163.42446305972,417742.2264540259,730336.6607335126
1991-01-01,15817.0,42597.8,68055.5,113267.5,152579.1,105290.82781198624,156563.45745898405,251767.04839780848,419221.066729251,732783.9504870677
1991-02-01,15631.4,42692.6,68147.2,113772.5,153656.4,105522.96714007072,157004.2289247862,252200.36987055442,420654.97930046875,735039.0306179817
1991-03-01,15398.2,42550.2,68450.7,113894.3,154098.4,105638.07284812926,157285.67705632534,253069.03012114216,421608.57798596134,736941.576415993
1991-04-01,15327.6,42462.3,68504.4,114037.9,154804.6,105751.56024717135,157664.7955224064,253791.5324129016,422776.02412347787,739425.2760719262
1991-05-01,15178.3,42409.8,68378.5,114329.9,155420.9,106038.60406479855,158031.14822844262,254112.9612607791,424027.17923198425,741292.2109367084
1991-06-01,15013.4,42361.3,68571.0,114563.2,156426.8,106191.56813482572,158478.5247162319,254923.01113299112,425376.0799940056,744045.1227877095
1991-07-01,14863.7,42104.6,68711.6,114818.8,157248.2,106478.59525854637,158662.13967925683,255674.2124106814,426580.99238604936,746258.3703784873
1991-08-01,14682.1,42290.1,68667.2,115154.9,157631.7,106606.76074292848,159266.3597649129,256236.17877774837,428049.66470140923,748130.6376533223
1991-09-01,14451.8,42344.1,68942.4,115607.9,158870.5,106727.12653803937,159596.07521799803,257092.6305755703,429509.54364573397,751061.4762573256
1991-10-01,14311.7,42193.2,68767.1,115958.6,159431.4,107023.1601020701,159872.24009244938,257428.63155378727,430750.8948298438,752906.9534476502
1991-11-01,14250.9,42149.6,68790.1,116168.8,159569.6,107092.01131783826,160316.03966415836,258064.7871474009,432079.65784429654,754772.5568789581
1991-12-01,14004.2,42004.7,69250.8,116539.0,160705.1,107205.4597301628,160604.58516635056,258984.51311347215,433356.50226830825,757600.5355145136
1992-01-01,13849.8,41923.3,69180.8,116895.1,160991.1,107490.61302251261,160993.355695921,259549.49954608316,434815.006391211,759313.2762249277
1992-02-01,13706.6,41963.2,69251.9,117080.9,161471.7,107678.91897385383,161375.96621127392,260441.7347360484,436142.4626313058,761853.3011362709
1992-03-01,13554.3,41786.2,69323.1,117112.3,162160.6,107966.8993761514,161607.32532063295,261226.68718926437,437133.013714247,763750.6274716754
1992-04-01,13391.8,41690.5,69658.1,117589.9,162771.3,108126.1533660258,161961.1747214951,261987.2899760385,438424.51800926414,765931.6225418341
1992-05-01,13148.5,41625.5,69971.3,118136.0,163493.3,108214.42223685139,162297.19504473542,263057.8946979162,440184.9501483565,768290.1611239004
1992-06-01,13141.1,41576.9,70338.3,118437.9,163924.4,108483.26896751304,162750.80628743782,264200.84044405393,441541.6904006662,770371.9488602316
1992-07-01,12894.0,41599.6,70288.1,118259.5,164441.1,108599.55097308439,163244.1698970526,264662.6047628901,442173.61223147786,772409.9953560141
1992-08-01,12748.0,41422.6,70530.1,118854.7,165023.2,108789.09892488718,163478.355314974,265692.9790020596,443996.88620881364,774626.8573700931
1992-09-01,12639.2,41508.9,70626.6,118975.5,165372.1,109065.70862537662,163939.49173429812,266515.6815770676,445164.22623797564,776579.9118441564
1992-10-01,12391.3,41383.1,71151.9,119348.3,166169.0,109182.9110458938,164277.33632789672,267521.6070801883,446317.00755057496,778654.3839857464
1992-11-01,12243.4,41210.5,71470.2,119698.7,166695.2,109476.23235935734,164621.24426644738,268684.1055183164,447790.41481355985,780804.6603931955
1992-12-01,12126.7,41342.4,71233.8,119886.3,167163.4,109564.80735269576,165006.44681897195,269124.2132534508,449068.3993763707,783062.7101554795
1993-01-01,11876.7,41268.1,71727.2,120252.4,167681.7,109682.1962085106,165443.0187617141,270310.44992617075,450448.0717274005,785074.2326220637
1993-02-01,11903.0,41099.3,71708.5,120561.5,168421.2,110082.78160749956,165753.24894824837,270949.10871406173,451786.616108694,787386.3588024483
1993-03-01,11617.9,41046.3,71699.2,120732.0,169014.4,110145.41511661351,165991.49589599128,271434.2224447348,453041.20070376724,789843.168404153
1993-04-01,11383.3,40872.5,72352.6,121243.7,169761.9,110272.72796022092,166336.91795619717,272636.70004001865,454457.11605021416,791631.2503423197
1993-05-01,11220.4,40974.6,71983.4,121397.3,170024.0,110553.82593530326,166873.66931917224,272876.95074691327,455663.9682248922,793579.9070097198
1993-06-01,11092.6,40923.1,71899.3,121455.8,170708.1,110602.14665909517,167221.206958162,273392.70605935255,456732.7191013726,796474.3009231301
1993-07-01,10927.0,40776.1,72193.0,121993.0,170953.6,110766.04126415882,167484.19689792956,274482.8175265864,458496.14674837905,797997.3507968001
1993-08-01,10768.2,40663.0,72264.7,122029.0,171557.2,111058.1929328544,167867.19917045537,274949.3413223001,459399.1893861663,800022.0539918189
1993-09-01,10623.2,40484.6,72341.5,122291.5,172530.0,111254.10532430303,168209.13027353116,275825.9446656935,460792.22250218154,802997.5237047746
1993-10-01,10334.5,40605.4,72223.8,122562.7,172689.4,111318.5140668683,168592.60639198995,276382.7805260105,462222.9618783198,804555.6965156746
1993-11-01,10169.0,40533.4,72548.0,122956.9,173239.9,111600.9521295505,169039.98880619934,277128.3844710887,463465.29838104744,806739.1688739511
1993-12-01,10039.6,40349.0,72640.3,123249.1,174242.7,111794.00940738183,169349.49144102362,277952.595533463,464889.96676261415,809607.1996210467
1994-01-01,9920.2,40285.1,72578.4,123499.7,174666.6,111889.58104488549,169591.10299544348,278402.90444014966,466228.05970255705,811532.7956243186
1994-02-01,9728.7,40301.9,72584.1,123687.8,175168.8,112130.94765798503,170193.1448779102,279050.1066102845,467543.55529982445,813813.4240318231
1994-03-01,9584.7,40203.4,72661.9,124075.7,175921.3,112328.94756527466,170478.75216264735,279849.20633975166,468953.06619652483,816188.9675572889
1994-04-01,9330.1,40131.6,72507.6,124355.9,175894.0,112451.23772497027,170931.67024879984,280269.2856356385,470398.48741618346,817851.8303591292
1994-05-01,9213.7,40131.8,72784.3,124676.7,176674.9,112727.33107030137,171292.84959961276,281021.7629623292,471632.7848700017,820088.9317911334
1994-06-01,9031.5,39861.9,73010.3,125175.5,177907.5,112901.80419014077,171486.24027046602,281871.40898606385,473201.8582935828,822964.5486583854
1994-07-01,8868.7,39787.0,72805.3,125461.9,178108.4,113192.86355798035,171834.2551511,282278.601369502,474630.589839778,824727.9330396311
1994-08-01,8751.8,39862.6,72896.2,125505.5,178663.9,113301.43211294571,172323.05848170433,283136.52444940567,475745.7142160552,827036.5166099513
1994-09-01,8595.7,39734.1,73101.0,125817.9,179534.0,113497.10341683224,172677.66672197203,283951.2944311244,477093.8994457194,829732.7330794872
1994-10-01,8519.0,39661.5,72906.0,126190.9,179637.1,113834.83444203029,173096.89874893773,284307.57259074977,478569.525763429,831272.9769864276
1994-11-01,8224.9,39446.8,73334.1,126360.3,180214.8,113902.29962896564,173393.00360856546,285487.2894954053,479845.29507471924,833672.1101030869
1994-12-01,8097.5,39416.2,73232.8,126848.7,181044.2,114175.90223009212,173693.2349663241,285898.3884283987,481375.44307698816,836100.422248003
1995-01-01,7934.5,39281.4,73197.7,126967.1,181817.2,114472.73689034724,174034.4625591916,286341.2018092518,482453.66509022284,838377.7572665492
1995-02-01,7885.8,39277.1,73509.0,127497.7,182323.1,114689.60130214266,174522.26047027798,287477.51774240244,484270.41543704347,840734.5989251768
1995-03-01,7912.2,39219.8,73315.7,127519.2,182537.9,115103.01850931432,174780.96645090135,287942.3272146505,485321.6977844695,842500.6591951856
1995-04-01,7728.8,39141.7,73447.5,127947.8,183198.1,115341.76324567881,175298.11542059178,288594.52056292485,486710.8338955369,844665.0038537238
1995-05-01,7433.8,39020.2,73540.5,128517.1,183782.9,115411.34476760362,175587.58590376232,289465.5434452528,488566.62302095507,846975.5001893437
1995-06-01,7387.7,38877.6,73407.1,128329.9,184513.0,115785.75356527149,175789.99341840946,289904.1550779039,489436.31373299676,849677.0209276255
1995-07-01,7092.7,38973.5,73819.7,128673.3,185311.2,115856.11599455785,176438.03557764975,290898.39032786764,490601.1125344205,851974.8489759021
1995-08-01,6988.0,38706.0,73895.3,129187.8,185647.7,116132.51633179898,176604.94456019942,291638.69458288816,492381.4789302204,853576.5539567483
1995-09-01,6922.6,38778.5,73836.3,129301.0,186170.9,116497.85439244984,177077.72568956518,292184.34736159677,493563.59248969465,856315.9475946883
1995-10-01,6864.8,38662.9,74080.8,129702.8,186922.7,116727.77524441692,177478.1890358174,293154.2059731249,495005.1593604971,858444.0792600749
1995-11-01,6662.6,38555.7,73849.9,129987.8,187789.6,116972.24381611981,177773.35088942762,293562.34134069947,496522.7546919118,860803.1620438619
1995-12-01,6439.8,38713.9,74077.0,130128.1,187808.5,117126.6739074504,178397.11053679592,294433.40087059117,497729.1157157788,862893.0509635401
1996-01-01,6267.9,38509.6,74199.8,130335.8,188618.1,117301.75233648946,178645.10135038377,295127.9299210956,498909.2477572783,865079.3900499602
1996-02-01,6059.5,38289.3,74303.0,130903.5,188878.6,117538.39399319697,178946.071024547,295800.7127186966,500584.23392566456,866814.7288665811
1996-03-01,5905.4,38211.0,74410.0,131230.5,189705.7,117743.5357114021,179405.45226509823,296630.96456821,502047.8733950578,869542.6615004834
1996-04-01,5769.0,38223.6,74422.2,131261.7,190592.7,117853.23488512689,179708.1707195802,297224.0063023174,503045.7548189275,871943.7076098752
1996-05-01,5601.2,38228.6,74298.1,131819.1,190600.4,118152.88031924289,180313.60866630857,297700.66517801624,504879.36017174774,873736.4455827627
1996-06-01,5447.8,37916.1,74667.6,131836.4,191202.3,118316.63110841368,180460.90018212935,298862.19027475227,505992.9310736356,876225.6595957523
1996-07-01,5279.7,37836.9,74545.7,131950.7,191629.6,118616.83588583312,180717.0815842327,299364.12766434345,507212.0711466753,878204.8768000425
1996-08-01,5035.6,37925.2,74558.5,132566.9,192488.5,118757.4016155999,181370.52274268703,299869.3738206873,508787.3534874532,880570.5443861383
1996-09-01,4878.9,37725.5,74663.1,132811.4,193222.9,118966.6680232091,181618.9073443193,300775.93703414284,510227.91826010897,883120.4463838504
1996-10-01,4673.1,37550.3,74581.8,132822.6,193537.5,119212.90048988453,181925.1343847243,301244.92352672474,511358.0366566832,885191.4779794194
1996-11-01,4533.9,37627.4,74931.7,133283.4,194017.0,119446.41871330146,182445.6031608082,302256.9481885128,512909.32240746886,887315.7442158532
1996-12-01,4432.0,37356.8,74834.0,133769.1,194327.4,119582.58207801187,182653.3034368664,302842.42916884826,514600.4743350688,889372.8082848546
1997-01-01,4266.7,37310.2,74562.6,133794.4,195156.4,119884.10336844313,182968.48957602872,303197.5585724045,515751.5705335488,891972.3602448179
1997-02-01,3964.1,37356.0,74758.1,134060.2,195997.7,119959.75474619256,183567.53187799247,304156.24513194966,517110.89399637806,894223.6374709567
1997-03-01,3986.9,37123.2,74960.5,134554.1,196275.8,120385.04041472742,183761.83686125424,304926.55824504147,518684.465755102,896143.6775920353
1997-04-01,3720.8,36995.4,74958.8,134604.4,196628.8,120517.56073959605,184101.12197026698,305430.5326663404,519847.0322758844,898142.478194214
1997-05-01,3455.4,37147.4,75076.1,134876.4,196911.6,120650.780305254,184724.9161442194,306469.51222971955,521285.41110331827,900385.27222816
1997-06-01,3423.5,36926.2,74985.4,135384.3,197678.7,120935.7704745696,184931.67937784782,306915.1990929525,522890.4987165201,902674.6521953583
1997-07-01,3264.3,36805.9,74889.5,135524.2,198300.7,121148.76436756954,185344.30727729405,307513.2866358966,524266.73533608404,905095.1217551114
1997-08-01,2959.7,36838.8,75267.1,135799.3,198996.5,121226.2110757772,185766.6093383487,308539.6671726164,525569.0523994075,907410.0266032196
1997-09-01,2944.6,36703.9,75113.0,135747.8,199379.5,121685.68520048326,186101.16716658892,308990.6436123916,526594.7126129881,909608.9042069124
1997-10-01,2775.4,36564.7,75477.3,136366.3,199687.0,121893.0988213306,186554.85859246753,310076.69051419094,528336.1490065982,911605.1436781412
1997-11-01,2583.9,36627.4,75241.4,136551.5,200398.5,122142.5867068212,186936.19627336902,310525.6664697604,529784.1386410234,914100.5088478145
1997-12-01,2401.1,36446.3,74982.8,136650.9,201245.7,122431.34757210761,187248.2340311622,310809.55662799184,530808.1299868155,916559.5900039633
1998-01-01,2532.2,36415.3,75495.9,137165.6,201669.1,122789.27656020202,187772.3235860386,312023.65110301424,532714.9459045094,919050.6278378853
