statistic,mean,mean,mean,mean,mean,standard_deviation,standard_deviation,standard_deviation,standard_deviation,standard_deviation
max_buses,1,2,4,8,16,1,2,4,8,16
date,,,,,,,,,,
1989-02-01,11501.82,42878.28,69088.88,129019.78,175523.38,92259.27470852158,152163.22358895143,235935.62647118952,376441.0928302004,537732.3230077032
1989-03-01,11391.3,42816.88,69139.06,129520.9,176284.42,92464.08790471585,152475.93059282692,236526.35498710524,377542.4176230036,539412.5297803569
1989-04-01,11270.58,42866.7,69314.18,129969.48,177062.0,92645.96885336773,152920.99081181546,237260.55839766338,378705.48129401595,541137.2681789375
1989-05-01,11094.12,42823.3,69359.86,130524.26,177727.3,92845.45163337683,153218.0238561298,237780.08506961784,380055.3007002528,542987.4401312574
1989-06-01,10932.2,42827.02,69461.76,131064.38,178596.46,93019.2914821261,153551.51512081394,238435.99318026548,381337.9480302398,544987.5742224082
1989-07-01,10821.2,42710.8,69592.34,131530.54,179367.08,93198.15333503783,153848.42854005657,238972.74448505373,382382.73278169933,546651.7768307703
1989-08-01,10729.26,42755.2,69753.4,131850.62,180068.96,93398.8974144617,154286.2788785966,239705.50280938906,383483.7397470767,548341.4275505005
1989-09-01,10548.86,42683.98,69851.0,132620.26,180878.12,93559.27507201201,154648.2766860956,240241.24608274022,384833.46887849225,550210.7567573868
1989-10-01,10454.26,42696.82,69932.66,133149.82,181732.7,93810.66716026203,154987.75576611178,240856.74354979696,386075.47631342814,552040.948068989
1989-11-01,10237.6,42608.86,70058.5,133538.26,182403.88,93949.87579099218,155266.35865374136,241503.3209423288,387246.1196155468,553810.2327604182
1989-12-01,10054.62,42593.36,70217.52,133939.66,183148.7,94132.81802963084,155602.40345735181,242085.46622007148,388300.3381820183,555644.9114529174
1990-01-01,9968.0,42637.26,70288.18,134405.76,183952.4,94324.99289700693,156081.3951222194,242543.4412242172,389351.5038599209,557289.0178959465
1990-02-01,9803.52,42553.8,70483.36,135166.12,184818.72,94494.90141568918,156365.27054996343,243319.16553054343,390829.9877427597,559171.6973176519
1990-03-01,9670.82,42423.54,70547.98,135553.36,185467.6,94679.69399230831,156597.30141460005,243901.37572157552,391831.69209255226,560747.9237989353
1990-04-01,9546.94,42475.88,70709.48,135981.78,186154.82,94879.27329246643,157068.70522483374,244574.71464174593,392916.68833472853,562481.8889872644
1990-05-01,9337.24,42424.38,70735.04,136657.88,186787.88,95022.53751558316,157355.31417041176,245129.72860957205,394402.0272267331,564359.5858618771
1990-06-01,9229.68,42373.74,70757.7,136986.94,187677.3,95265.57410292984,157696.82059997017,245609.8404496947,395475.72919038887,566269.0032005323
1990-07-01,9052.96,42306.42,70810.86,137677.68,188474.46,95431.93619559014,158030.81807841876,246296.39684091348,396880.1062789844,568006.3517854898
1990-08-01,8917.38,42306.7,71042.06,138243.64,189343.28,95615.36870934545,158359.41973029682,246914.1988182485,398180.9251023172,569964.2851991457
1990-09-01,8809.26,42309.96,71043.28,139000.2,190174.42,95855.03562955503,158792.36816210335,247471.25067286802,399579.7902090522,571599.7753107587
1990-10-01,8687.38,42260.48,71165.34,139443.1,190956.78,96020.79611206891,159150.6688285702,248009.63685363074,400690.50203445356,573372.883800201
1990-11-01,8485.52,42168.76,71407.58,139953.16,191929.82,96179.02402084164,159454.87263499747,248689.34989202485,401983.8446017837,575426.8319808327
1990-12-01,8328.66,42117.78,71350.86,140360.52,192696.08,96372.43353794124,159832.39264384654,249241.4988924671,403098.7354147227,577115.9487484203
1991-01-01,8251.78,42084.82,71512.24,140940.86,193343.6,96614.12233996663,160175.86261887784,249954.87621336608,404529.9841521303,578831.5280045848
1991-02-01,8082.78,42111.5,71667.02,141543.68,194219.8,96792.33526542423,160598.0314411908,250594.84516999774,405896.08178340417,580764.9766341434
1991-03-01,7884.44,42140.42,71677.58,141965.9,194953.78,96946.83384946153,160894.5726638955,251057.68820049134,406993.40352475405,582422.8831206962
1991-04-01,7737.58,41990.8,71706.3,142219.36,195693.36,97139.61521062856,161177.49020624335,251698.79710311102,408061.4949846313,584326.4110068912
1991-05-01,7635.36,41905.02,71793.42,142737.7,196364.98,97384.32354332089,161557.3425598465,252303.15829840614,409347.55531062564,586026.5136121991
1991-06-01,7462.98,41886.32,71863.56,143323.68,197346.92,97540.2683298377,161907.81121435136,252926.89880740852,410759.2373855129,588048.7419796687
1991-07-01,7319.26,41859.72,71997.52,143740.3,197872.08,97755.77359092195,162297.9204025154,253501.27900786226,411815.96855928056,589554.2180620964
1991-08-01,7171.0,41914.76,72024.84,144327.4,198735.82,97939.26070472329,162646.81840869752,254139.64698023643,413106.7300387469,591477.5755217862
1991-09-01,7030.86,41917.3,72180.84,144763.52,199433.78,98128.51636834966,163038.01192626014,254797.50893572607,414299.742691514,593299.1472387743
1991-10-01,6874.24,41867.88,72096.1,145021.16,200189.02,98358.54127288073,163418.79365438572,255171.1049462293,415297.3616894511,595126.4405605801
1991-11-01,6659.6,41833.12,72255.26,145758.54,200927.1,98439.25279654888,163727.96493096187,255877.2360437325,416744.80217353837,596893.069238938
1991-12-01,6509.2,41835.36,72428.98,146238.74,201625.22,98643.29620342962,164132.17973126765,256596.7279191134,417880.5251660497,598604.7428502277
1992-01-01,6452.24,41823.4,72459.7,146587.98,202287.56,98904.12413360273,164535.4926115906,257116.51779199168,419044.4996794148,600370.1753475971
1992-02-01,6250.02,41857.14,72563.26,147037.3,203003.96,99084.56959700679,164931.34023389049,257752.41543220327,420252.84483220486,602267.3316214714
1992-03-01,6044.94,41908.46,72681.7,147283.82,203650.78,99259.57474720677,165357.64342895043,258398.57948575317,421182.20752411336,603955.3944417394
1992-04-01,5918.24,41821.38,72609.46,147863.82,204345.32,99468.96295780111,165633.373663457,258879.1412740395,422483.0380567978,605691.8834229717
1992-05-01,5726.32,41782.72,72730.74,148461.78,205063.84,99610.5921782397,166045.77656263148,259588.76970440242,423857.0790834027,607527.1019664635
1992-06-01,5686.32,41763.7,72893.98,148705.42,205582.88,99902.85692641014,166419.15260794022,260317.47776861995,424928.60769574996,609196.1172629975
1992-07-01,5520.26,41860.72,72886.66,149199.42,206280.2,100066.81219286055,166874.46223116465,260802.9175191771,426021.57562968996,610921.2026303109
1992-08-01,5340.6,41716.68,73054.86,149752.42,206937.98,100247.75616787579,167172.49924168698,261521.92171040358,427372.1632850965,612673.3809606341
1992-09-01,5180.36,41741.12,73181.04,150098.68,207678.46,100465.47820200503,167622.61569597587,262212.6820924587,428407.8091099476,614487.529833923
1992-10-01,5000.2,41603.38,73205.16,150702.66,208409.34,100605.47511493618,167913.33503351407,262734.2007143232,429609.767187529,616186.8144961913
1992-11-01,4849.0,41632.24,73335.34,151224.68,209272.64,100854.13860236222,168249.82078136553,263465.62688731693,430920.71682465094,618233.4565786736
1992-12-01,4712.04,41653.32,73387.24,151607.24,209889.42,100993.90579734229,168639.03318354022,264064.54075916635,432123.9977135513,619982.815906498
1993-01-01,4601.84,41592.92,73654.08,152065.26,210412.66,101248.64733817738,169041.22855825222,264771.9654387903,433341.70068202785,621638.7657365601
1993-02-01,4432.84,41562.8,73679.58,152566.32,211077.04,101453.54952428187,169367.27488568766,265394.1075371347,434515.8115355358,623434.8230916072
1993-03-01,4236.52,41415.46,73672.06,153104.84,211708.98,101595.50858810196,169642.26632164302,265941.9700046142,435746.1139097436,625040.2255821094
1993-04-01,4099.9,41340.02,73861.9,153684.1,212413.02,101775.09274851774,169969.28846484146,266635.00069580326,437105.82584472373,626764.1060661643
1993-05-01,3959.78,41339.0,73795.18,153955.72,212976.02,102029.2330080743,170385.70675490168,267124.76741698664,438143.3659562484,628541.9532853271
1993-06-01,3774.04,41375.06,73870.14,154535.52,213861.92,102170.58603918353,170767.97721056532,267726.7653389506,439396.595565673,630571.0244145524
1993-07-01,3592.06,41278.0,73959.26,154970.86,214326.74,102353.9864105897,171055.80119316833,268393.00020357827,440553.1633904205,631938.6868371823
1993-08-01,3448.54,41162.1,74133.76,155498.92,215112.34,102560.45106701607,171404.8723555859,269003.8026688629,441771.1191746815,633852.1631066377
1993-09-01,3297.54,41140.48,74145.88,156033.12,215924.48,102802.01985751097,171782.3599094232,269533.17894930096,443043.68172968854,635742.935690662
1993-10-01,3101.64,41145.5,74304.44,156455.34,216557.92,102960.5803296919,172151.89986613684,270269.38005514845,444220.78001453145,637370.1471496007
1993-11-01,2966.48,41070.62,74405.0,156895.36,217209.32,103192.03442289685,172467.75499310836,270841.92699545657,445436.3887785,639218.8859860785
1993-12-01,2786.06,40974.14,74458.88,157431.2,218011.36,103357.47065293266,172782.44457781618,271456.01579416596,446711.7556002633,641121.8685487648
1994-01-01,2698.16,41000.88,74440.94,157734.7,218492.8,103572.75271929115,173238.45943547622,272043.09183307405,447781.4410403968,642693.6877863739
1994-02-01,2523.48,40926.76,74517.52,158204.44,219170.32,103805.85158572886,173563.64494417768,272614.381363219,449070.7021683852,644477.9297881171
1994-03-01,2305.68,40808.28,74641.22,158641.84,219903.14,103934.75679471783,173869.87093566646,273255.25770652015,450293.37747328734,646276.1597370979
1994-04-01,2186.24,40702.24,74749.46,159082.58,220281.0,104158.83088225189,174180.6455519097,273920.4705536537,451504.87766470923,647750.8279431693
1994-05-01,2048.62,40820.66,74851.3,159560.84,221392.52,104397.45538143138,174633.02061525642,274486.3782429069,452609.93247393006,649855.265736109
1994-06-01,1937.72,40718.64,74919.64,160138.56,222159.64,104600.57952507351,175018.47283886163,275070.88861279935,453871.4554981921,651558.0987214732
1994-07-01,1715.72,40567.42,74885.78,160645.06,222578.3,104770.0273502934,175250.57513895433,275577.5783547881,455114.26863332844,653145.6845666913
1994-08-01,1583.14,40610.12,75019.88,160885.24,223030.58,104998.03553711597,175635.6742561541,276322.213393567,456253.44073350914,654749.0988234236
1994-09-01,1420.36,40456.8,75254.22,161402.64,223934.16,105221.34405259753,175914.98500997925,277054.8999475566,457560.42992703215,656735.4759776933
1994-10-01,1307.52,40473.58,75238.14,161736.54,224464.06,105474.82916466807,176404.18117274932,277488.27547005896,458695.25940633536,658425.8043725265
1994-11-01,1141.44,40434.36,75277.58,162235.64,225224.28,105622.94467743768,176746.32825522713,278150.104331815,459849.3030576013,660145.5622055142
1994-12-01,960.32,40349.84,75425.8,162713.54,225874.84,105785.36194239384,177077.80968325416,278859.80666928797,461161.70887711126,661880.9878579153
1995-01-01,809.96,40247.54,75418.74,163152.04,226661.18,106040.23290202988,177444.11279176763,279381.25081159873,462386.7645278894,663810.841568304
1995-02-01,625.78,40249.16,75504.2,163399.6,227285.72,106231.60816171466,177876.6169178432,280021.3795138813,463473.9114438055,665623.8091419003
1995-03-01,530.74,40042.96,75591.54,163856.48,227790.64,106479.74146935182,178114.0500492231,280684.38353091717,464718.33254881244,667174.8498970671
1995-04-01,421.02,40154.22,75718.7,164358.28,228376.72,106737.1143131458,178594.01079718236,281382.09615920665,465839.13829171646,668699.5342986765
1995-05-01,216.52,40020.78,75939.2,164898.52,229089.9,106857.24969537057,178792.02727890754,282072.3181452528,467064.54438717745,670379.4051892767
1995-06-01,147.4,40036.4,75927.36,165135.36,229827.24,107174.41895016795,179201.57767094322,282612.4353716306,468055.97934512584,672434.2837172028
1995-07-01,-96.1,39937.86,76132.76,165652.46,230392.6,107302.75815258925,179618.16870114068,283218.1606065716,469378.52393934474,674025.0353044335
1995-08-01,-269.68,39823.28,76350.24,166056.24,231057.56,107531.9316006788,179892.69340530166,284065.09956644854,470601.7892314252,675604.1494595073
1995-09-01,-393.42,39803.56,76330.3,166472.3,232037.24,107774.67641165215,180288.05897752653,284696.44387170323,471833.56608021155,677935.5554552893
1995-10-01,-503.02,39680.88,76430.54,166778.84,232473.3,108004.98124878599,180626.0141733426,285309.358269889,472916.0337757411,679458.567971054
1995-11-01,-686.0,39702.94,76541.86,167263.02,233011.22,108213.81413249439,181065.09299813947,285949.4402282641,474323.2711181092,681071.9121385142
1995-12-01,-906.3,39634.84,76719.36,167562.98,233658.88,108371.27578879856,181460.51411351512,286732.03776261274,475376.48506285396,682989.2502156594
1996-01-01,-1034.68,39511.0,76847.22,168219.64,234466.32,108600.67145025638,181743.2283060418,287350.34955418063,476798.60208177316,684815.8392048884
1996-02-01,-1170.32,39390.34,77028.12,168664.16,235123.92,108828.66193024779,182017.65090048555,288074.4348863456,477990.2480003147,686456.1397633869
1996-03-01,-1356.4,39408.64,77016.96,169046.66,235652.12,109027.49083958373,182520.5705891648,288615.1812026017,479128.2125130852,688118.7262627688
1996-04-01,-1500.84,39315.02,77133.64,169439.44,236322.12,109252.21816743352,182800.11704920666,289341.6408706934,480260.01667010103,689874.6473440127
1996-05-01,-1636.02,39322.62,77136.9,170032.42,237019.74,109486.05358199177,183224.18166701283,289910.7109085837,481601.8511491938,691637.2170025356
1996-06-01,-1840.54,39161.22,77288.54,170336.34,237629.7,109671.89249408011,183478.86775546707,290601.353197631,482773.6000462924,693486.2194556043
1996-07-01,-1922.8,39093.72,77394.42,170869.08,238272.7,109947.83990323664,183885.78856109662,291195.7670465001,484047.0753879483,695100.4383142799
1996-08-01,-2055.84,39123.38,77532.58,171251.98,239012.5,110196.70066107299,184318.46294908677,291881.59380811057,485172.2087621281,697025.7945434359
1996-09-01,-2253.08,39038.14,77636.1,171665.82,239728.32,110392.28658850385,184691.1026019579,292569.45719378034,486407.2280406107,698846.7794825999
1996-10-01,-2457.2,38845.8,77576.7,171974.4,240141.7,110612.11664429268,184969.59257893264,293036.03638030525,487609.1808692277,700509.2464498122
1996-11-01,-2607.04,38946.42,77724.2,172464.28,240701.7,110836.75820938518,185523.63923726918,293708.15757177066,488931.1404265614,702294.238415758
1996-12-01,-2703.0,38747.52,77865.4,173027.26,241413.94,111106.98008951663,185760.75529982324,294383.28825106594,490214.4126831421,704112.4541370318
1997-01-01,-2861.98,38678.38,77951.36,173313.36,242198.32,111331.97426257956,186098.0416801294,294986.79265030264,491302.7409707146,705862.2065202313
1997-02-01,-3067.58,38719.8,78076.66,173864.08,242775.86,111479.33387176954,186596.49424676682,295710.71740832686,492601.7882955285,707591.7647269999
1997-03-01,-3196.88,38597.02,78060.96,174185.9,243350.02,111768.42640498493,186868.04315142942,296243.19329378067,493695.3867976856,709225.3653419829
1997-04-01,-3340.4,38544.96,78094.2,174651.16,243988.76,111993.08420575962,187312.4735886981,296802.4469856909,494943.96108775714,710984.1906693407
1997-05-01,-3510.14,38579.22,78291.12,174994.84,244583.06,112163.7339006286,187791.70528793495,297642.01616876223,496147.2984514868,712736.6581000938
1997-06-01,-3632.14,38472.16,78347.46,175545.82,245212.22,112425.88469688802,188160.09859977197,298264.3808568615,497515.30088055896,714440.128565141
1997-07-01,-3825.68,38315.92,78413.56,175922.72,245637.52,112634.91797412724,188461.10301693773,298852.0936405041,498634.3212886795,715956.6236129923
1997-08-01,-4029.92,38467.84,78466.04,176342.68,246672.56,112830.12898137029,189024.83398030003,299539.102938536,499908.6039625781,718201.6838726546
1997-09-01,-4143.16,38351.94,78541.64,176567.6,247049.8,113114.15127592054,189400.46039611846,300123.79489938234,500926.979698068,719818.6560644059
1997-10-01,-4341.34,38247.54,78792.06,177124.88,247647.36,113292.36666211211,189765.80716318282,300861.4425889609,502383.12075305346,721490.1663409447
1997-11-01,-4451.2,38263.78,78727.82,177538.9,248260.34,113573.5159155891,190205.566850795,301422.7357508693,503572.59847694903,723358.6508189958
1997-12-01,-4650.44,38124.12,78770.34,177970.5,249029.1,113774.32526630272,190576.82819590054,302039.0833019834,504819.69480295543,725305.8564115048
1998-01-01,-4688.28,38167.28,78849.8,178314.94,249650.84,114109.32926356733,191098.98397684176,302730.8449138358,506007.5350482526,727131.0522281827
1998-02-01,-4919.4,38149.32,78842.02,178824.12,250204.68,114295.80032743895,191453.86038655872,303350.295610536,507272.59666761395,728737.3900564897
1998-03-01,-5115.88,38002.52,78947.86,179079.78,250848.26,114506.0578539433,191769.49143562745,304037.8488382729,508379.4102156336,730471.9673274652
1998-04-01,-5143.46,37941.68,79177.64,179811.02,251632.48,114817.30433192285,192174.6234491273,304753.9998702707,509848.5699154566,732415.9821007053
1998-05-01,-5322.36,37875.26,79176.14,180020.98,252034.64,115030.9411284119,192575.48620087258,305266.2023054639,510860.0137089551,734023.4734039159
1998-06-01,-5517.24,37823.62,79268.82,180441.44,252547.2,115246.6665087099,192980.89677382103,305972.50073613157,512130.9476435216,735663.699368267
1998-07-01,-5685.16,37741.88,79475.32,180851.9,253368.9,115505.22903921903,193373.90323651244,306772.2883328896,513310.6085816454,737660.3220809851
1998-08-01,-5834.08,37575.44,79418.2,181233.44,253951.2,115740.82511807956,193576.88681837055,307290.31943192,514580.277623212,739451.3241076322
1998-09-01,-6037.86,37567.78,79473.56,181906.76,254494.9,115937.40364154814,194064.4831257615,307878.19899899326,515988.077119236,741106.7157506979
1998-10-01,-6181.12,37547.62,79609.64,182103.5,254901.6,116196.47160378398,194502.52307727034,308622.8121613137,517056.0683927867,742753.2603896321
1998-11-01,-6304.3,37418.52,79729.02,182480.34,255548.98,116390.4888871851,194815.70895437963,309331.1256736215,518300.135416655,744592.0878516542
1998-12-01,-6469.72,37310.54,79699.12,183005.4,256034.26,116641.16857041094,195146.45851761632,309889.75126395235,519779.98489419755,746329.2214432408
1999-01-01,-6678.5,37343.46,79697.4,183453.2,256816.7,116862.06968137386,195668.71635634347,310502.7339334107,520877.18496335286,748230.0975855679
1999-02-01,-6831.88,37134.34,79870.0,183817.0,257369.68,117081.32274666081,195955.04299311378,311262.0944516183,522161.604482242,750018.0351824049
1999-03-01,-6993.98,37100.76,79925.64,184132.62,257838.36,117309.2770036626,196410.8715678001,311937.7893260495,523320.0110696263,751699.6294769243
1999-04-01,-11129.367346938776,37082.88,79986.18,184699.94,258517.84,115281.34615956843,196778.05422453355,312520.31928073784,524603.6455605361,753516.0514329041
1999-05-01,-11302.877551020409,36885.86,80050.14,185037.0,258911.02,115484.30373461157,197081.3529858548,313140.72152028594,525873.1419606747,755107.2766488078
1999-06-01,-11512.183673469388,36976.44,80141.86,185447.34,259809.12,115690.51791213512,197587.33949042507,313741.4996893247,527058.8079174579,757133.8974533929
1999-07-01,-12265.25,36908.24,80170.34,185912.36,260317.3,117104.43400085061,197958.04236834776,314486.94424168684,528370.132589652,758999.4246541406
1999-08-01,-12442.916666666666,36816.94,80146.06,186221.78,260746.5,117372.28192793916,198355.36253189525,315021.8380837909,529555.4993425816,760630.3377075033
1999-09-01,-14571.425531914894,36672.94,80323.54,186720.26,261246.0,118078.66885162411,198683.31871510853,315749.374625083,530869.6322544663,762338.0505793359
1999-10-01,-14759.170212765957,36662.92,80352.08,186885.1,261740.46,118266.75235454866,199159.12501917063,316424.8280462124,531959.2455293286,764132.537747809
1999-11-01,-14852.531914893618,32397.95918367347,80426.98,187320.48,262399.52,118569.1142423309,199355.18472533714,317114.91438339406,533211.2802623648,765919.6233889126
1999-12-01,-15002.08510638298,32427.714285714286,80447.14,187978.72,263089.56,118842.36577076628,199827.2573228354,317696.9231691476,534711.6649581987,767815.3931813898
2000-01-01,-17671.934782608696,32277.0,80652.64,188252.36,263637.3,119151.50133905659,200147.53427430306,318377.5340509401,535896.3096333881,769565.5128980051
2000-02-01,-28722.52380952381,34474.666666666664,66105.3125,188617.68,264291.34,116945.0912813022,202090.07254922335,315891.9357450782,537053.3997272424,771462.9171613674
